signaltime,speed,longitude,latitude,startmileage
2014-01-01 08:09:17,92,113.261543,23.2631,11888
2014-01-01 08:09:18,100,113.260643,23.254841,10969
2014-01-01 08:09:19,87,113.257874,23.238791,9165
2014-01-01 08:09:24,105,113.267632,23.29133,15100
2014-01-01 08:09:26,107,113.26841,23.31179,17368
2014-01-01 08:09:26,107,113.267433,23.28525,14427
2014-01-01 08:09:27,116,113.268013,23.300131,16076
2014-01-01 08:09:33,96,113.262444,23.26692,12319
2014-01-01 08:09:33,101,113.261002,23.258631,11391
2014-01-01 08:09:36,89,113.258812,23.24227,9562
2014-01-01 08:09:37,71,113.259613,23.244961,9871
2014-01-01 08:09:40,100,113.258904,23.24231,9569
2014-01-01 08:09:43,103,113.267479,23.28669,14587
2014-01-01 08:09:43,111,113.268097,23.302311,16318
2014-01-01 08:09:43,100,113.268188,23.307381,16879
2014-01-01 08:09:47,89,113.267738,23.29249,15229
2014-01-01 08:09:47,115,113.262268,23.266359,12255
2014-01-01 08:09:47,100,113.260757,23.256321,11134
2014-01-01 08:09:48,96,113.263252,23.26922,12586
2014-01-01 08:09:49,7,113.25631,23.22957,8131
2014-01-01 08:09:54,105,113.267929,23.299311,15985
2014-01-01 08:09:55,103,113.259682,23.24605,9991
2014-01-01 08:09:57,117,113.268318,23.30896,17054
2014-01-01 08:09:57,104,113.267731,23.29324,15312
2014-01-01 08:09:58,96,113.25663,23.228741,8038
2014-01-01 08:09:58,107,113.26825,23.306471,16779
2014-01-01 08:10:03,107,113.267891,23.29644,15667
2014-01-01 08:10:03,100,113.264618,23.27276,13003
